age,job,marital,education,balance,housing,loan,day,month,campaign,pdays,previous,poutcome,result
33,blue-collar,married,secondary,72,yes,no,6,5,1,-1,0,unknown,no
49,admini_management,single,tertiary,163,yes,no,6,5,3,-1,0,unknown,no
32,admini_management,single,tertiary,151,yes,no,6,5,1,-1,0,unknown,no
39,admini_management,single,secondary,113,yes,no,6,5,1,-1,0,unknown,no
40,blue-collar,married,secondary,0,yes,no,6,5,1,-1,0,unknown,no
38,blue-collar,single,tertiary,9,yes,no,6,5,3,-1,0,unknown,no
43,admini_management,married,secondary,375,yes,no,6,5,2,-1,0,unknown,no
39,services,married,secondary,1142,yes,no,6,5,1,-1,0,unknown,no
54,blue-collar,married,primary,2102,yes,no,6,5,1,-1,0,unknown,no
38,blue-collar,single,tertiary,4325,yes,no,6,5,1,-1,0,unknown,no
40,blue-collar,married,secondary,217,yes,no,6,5,1,-1,0,unknown,no
55,admini_management,married,secondary,131,yes,no,6,5,1,-1,0,unknown,no
42,admini_management,married,tertiary,1680,yes,no,6,5,1,-1,0,unknown,no
39,blue-collar,married,secondary,0,yes,no,6,5,1,-1,0,unknown,no
40,blue-collar,married,primary,46,yes,no,6,5,1,-1,0,unknown,no
32,blue-collar,married,secondary,320,yes,no,6,5,2,-1,0,unknown,no
55,admini_management,married,secondary,183,yes,no,6,5,1,-1,0,unknown,no
45,blue-collar,married,secondary,39,no,no,6,5,1,-1,0,unknown,no
35,admini_management,single,tertiary,560,yes,no,6,5,1,-1,0,unknown,no
58,blue-collar,single,secondary,469,no,no,6,5,1,-1,0,unknown,no
35,admini_management,married,secondary,530,yes,no,6,5,1,-1,0,unknown,no
49,services,married,primary,61,yes,no,6,5,1,-1,0,unknown,no
34,blue-collar,single,tertiary,242,yes,no,6,5,1,-1,0,unknown,no
36,blue-collar,married,secondary,139,yes,no,6,5,2,-1,0,unknown,no
24,self-employed,single,secondary,0,yes,no,6,5,1,-1,0,unknown,no
34,blue-collar,married,secondary,367,yes,no,6,5,1,-1,0,unknown,no
51,admini_management,single,secondary,228,yes,no,6,5,1,-1,0,unknown,no
32,services,single,secondary,310,yes,no,6,5,1,-1,0,unknown,no
50,blue-collar,married,secondary,797,yes,no,6,5,1,-1,0,unknown,no
40,services,married,secondary,71,no,no,6,5,1,-1,0,unknown,no
37,admini_management,married,tertiary,231,yes,yes,6,5,2,-1,0,unknown,no
34,blue-collar,married,secondary,270,yes,yes,6,5,1,-1,0,unknown,no
44,blue-collar,married,secondary,274,yes,yes,6,5,1,-1,0,unknown,no
40,admini_management,single,secondary,-109,yes,yes,6,5,1,-1,0,unknown,no
37,blue-collar,married,secondary,1,yes,no,6,5,1,-1,0,unknown,yes
33,blue-collar,single,secondary,-60,no,no,6,5,1,-1,0,unknown,no
35,blue-collar,married,secondary,89,yes,no,6,5,2,-1,0,unknown,no
58,blue-collar,single,secondary,-11,no,no,6,5,1,-1,0,unknown,no
39,blue-collar,married,primary,0,yes,no,6,5,2,-1,0,unknown,no
43,blue-collar,married,secondary,-509,yes,no,6,5,1,-1,0,unknown,no
39,no_active_income,married,primary,408,yes,no,6,5,1,-1,0,unknown,no
36,services,single,primary,58,yes,no,6,5,1,-1,0,unknown,no
57,no_active_income,single,secondary,1640,no,yes,6,5,4,-1,0,unknown,no
36,admini_management,single,secondary,20,yes,no,6,5,1,-1,0,unknown,no
50,blue-collar,married,primary,71,yes,no,6,5,1,-1,0,unknown,no
55,blue-collar,married,secondary,52,yes,no,6,5,1,-1,0,unknown,no
44,self-employed,married,tertiary,292,yes,no,6,5,1,-1,0,unknown,no
44,services,single,secondary,424,yes,no,6,5,1,-1,0,unknown,no
39,housemaid,single,primary,109,yes,no,6,5,3,-1,0,unknown,no
39,blue-collar,married,secondary,983,yes,no,6,5,1,-1,0,unknown,no
34,admini_management,married,secondary,869,no,no,6,5,1,-1,0,unknown,yes
40,blue-collar,married,primary,668,yes,no,6,5,2,-1,0,unknown,no
50,admini_management,married,tertiary,964,yes,no,6,5,1,-1,0,unknown,no
31,admini_management,single,secondary,301,yes,no,6,5,1,-1,0,unknown,no
37,admini_management,single,secondary,140,yes,no,6,5,1,-1,0,unknown,no
39,admini_management,single,secondary,1877,yes,no,6,5,1,-1,0,unknown,no
51,blue-collar,married,primary,1127,yes,no,6,5,1,-1,0,unknown,no
41,blue-collar,married,secondary,871,yes,no,6,5,1,-1,0,unknown,no
41,blue-collar,married,secondary,767,yes,yes,6,5,1,-1,0,unknown,no
43,blue-collar,married,secondary,0,no,no,6,5,1,-1,0,unknown,no
30,services,single,secondary,209,yes,no,6,5,2,-1,0,unknown,no
54,admini_management,single,primary,0,no,no,6,5,1,-1,0,unknown,no
43,blue-collar,single,secondary,110,yes,yes,6,5,1,-1,0,unknown,no
59,admini_management,single,tertiary,-76,yes,yes,6,5,1,-1,0,unknown,no
40,blue-collar,married,primary,-66,yes,no,6,5,1,-1,0,unknown,no
32,blue-collar,married,secondary,0,yes,no,6,5,2,-1,0,unknown,no
29,blue-collar,married,secondary,1,yes,no,6,5,1,-1,0,unknown,no
36,blue-collar,married,secondary,0,yes,no,6,5,1,-1,0,unknown,no
55,no_active_income,married,tertiary,5345,no,no,6,5,1,-1,0,unknown,no
30,blue-collar,single,secondary,-209,yes,no,6,5,2,-1,0,unknown,no
39,admini_management,single,secondary,0,yes,no,6,5,2,-1,0,unknown,no
39,blue-collar,single,secondary,42,yes,no,6,5,2,-1,0,unknown,no
50,blue-collar,single,secondary,41,yes,no,6,5,1,-1,0,unknown,no
44,blue-collar,married,secondary,-99,yes,no,6,5,2,-1,0,unknown,no
37,blue-collar,single,secondary,17,yes,no,6,5,1,-1,0,unknown,no
46,admini_management,married,primary,276,yes,yes,6,5,2,-1,0,unknown,no
37,admini_management,single,tertiary,230,yes,yes,6,5,1,-1,0,unknown,no
29,blue-collar,married,secondary,9,yes,no,6,5,1,-1,0,unknown,no
41,blue-collar,married,secondary,946,yes,no,6,5,1,-1,0,unknown,no
45,blue-collar,married,primary,1297,yes,no,6,5,2,-1,0,unknown,no
57,no_active_income,single,secondary,-331,yes,no,6,5,1,-1,0,unknown,no
48,blue-collar,single,secondary,44,yes,no,6,5,1,-1,0,unknown,no
60,no_active_income,married,secondary,15,no,no,6,5,1,-1,0,unknown,no
26,admini_management,single,secondary,712,yes,no,6,5,1,-1,0,unknown,no
58,no_active_income,married,secondary,5435,yes,no,6,5,1,-1,0,unknown,no
34,admini_management,married,secondary,507,yes,no,6,5,1,-1,0,unknown,no
55,no_active_income,single,secondary,387,yes,no,6,5,1,-1,0,unknown,yes
41,blue-collar,married,primary,0,yes,yes,6,5,1,-1,0,unknown,no
50,admini_management,single,secondary,1716,yes,no,6,5,1,-1,0,unknown,no
49,self-employed,married,secondary,167,yes,yes,6,5,3,-1,0,unknown,no
44,blue-collar,married,primary,148,yes,no,6,5,1,-1,0,unknown,no
31,blue-collar,married,secondary,17,yes,yes,6,5,1,-1,0,unknown,no
34,blue-collar,single,tertiary,1011,yes,no,6,5,1,-1,0,unknown,no
42,admini_management,married,tertiary,744,no,no,6,5,1,-1,0,unknown,no
52,admini_management,married,secondary,484,yes,no,6,5,1,-1,0,unknown,no
29,admini_management,single,tertiary,0,yes,no,6,5,1,-1,0,unknown,no
53,no_active_income,married,primary,136,yes,no,6,5,2,-1,0,unknown,no
43,blue-collar,married,secondary,1335,yes,no,6,5,2,-1,0,unknown,no
38,admini_management,married,secondary,517,yes,no,6,5,2,-1,0,unknown,no
46,admini_management,married,tertiary,459,yes,no,6,5,1,-1,0,unknown,no
30,admini_management,single,secondary,83,yes,yes,6,5,1,-1,0,unknown,no
44,blue-collar,married,primary,213,no,no,6,5,1,-1,0,unknown,no
31,housemaid,married,primary,203,yes,no,6,5,3,-1,0,unknown,no
42,services,single,secondary,518,yes,no,6,5,1,-1,0,unknown,no
40,admini_management,single,tertiary,3877,yes,no,6,5,1,-1,0,unknown,no
52,admini_management,married,secondary,1236,yes,no,6,5,1,-1,0,unknown,no
45,blue-collar,single,secondary,756,yes,no,6,5,2,-1,0,unknown,no
48,blue-collar,married,secondary,157,yes,no,6,5,1,-1,0,unknown,no
45,blue-collar,married,primary,-66,yes,no,6,5,2,-1,0,unknown,no
34,blue-collar,married,primary,-144,yes,no,6,5,2,-1,0,unknown,no
46,blue-collar,married,secondary,71,yes,no,6,5,1,-1,0,unknown,no
49,services,single,secondary,505,yes,no,6,5,1,-1,0,unknown,no
50,blue-collar,married,primary,249,yes,no,6,5,1,-1,0,unknown,no
34,admini_management,single,secondary,0,yes,no,6,5,1,-1,0,unknown,no
40,no_active_income,single,secondary,11,yes,no,6,5,1,-1,0,unknown,no
36,admini_management,married,secondary,639,yes,no,6,5,1,-1,0,unknown,no
45,blue-collar,married,secondary,82,yes,no,6,5,1,-1,0,unknown,no
36,self-employed,married,tertiary,107,yes,no,6,5,1,-1,0,unknown,no
56,services,married,secondary,473,yes,no,6,5,1,-1,0,unknown,no
42,services,single,secondary,372,yes,yes,6,5,2,-1,0,unknown,no
30,admini_management,married,secondary,46,yes,no,6,5,2,-1,0,unknown,no
30,student,single,tertiary,34,yes,no,6,5,1,-1,0,unknown,no
33,blue-collar,married,secondary,-10,yes,no,6,5,1,-1,0,unknown,no
36,admini_management,married,secondary,-106,yes,no,6,5,2,-1,0,unknown,no
39,services,single,primary,471,yes,no,6,5,2,-1,0,unknown,no
56,admini_management,single,secondary,778,yes,no,6,5,2,-1,0,unknown,no
42,blue-collar,married,secondary,315,yes,no,6,5,2,-1,0,unknown,no
52,blue-collar,married,secondary,3165,no,no,6,5,1,-1,0,unknown,no
36,admini_management,single,secondary,131,yes,no,6,5,1,-1,0,unknown,no
35,self-employed,married,secondary,204,yes,no,6,5,2,-1,0,unknown,no
47,blue-collar,married,secondary,83,yes,no,6,5,2,-1,0,unknown,no
59,services,single,secondary,0,yes,yes,6,5,1,-1,0,unknown,no
57,blue-collar,married,primary,5431,yes,yes,6,5,1,-1,0,unknown,no
46,no_active_income,married,secondary,-125,yes,no,6,5,1,-1,0,unknown,no
34,blue-collar,married,secondary,0,no,no,6,5,1,-1,0,unknown,no
28,services,single,secondary,5090,yes,no,6,5,3,-1,0,unknown,yes
56,blue-collar,married,secondary,1602,yes,no,6,5,1,-1,0,unknown,no
41,blue-collar,single,primary,-137,yes,yes,6,5,1,-1,0,unknown,no
54,services,married,secondary,193,no,no,6,5,1,-1,0,unknown,no
61,no_active_income,married,secondary,195,yes,yes,6,5,1,-1,0,unknown,no
53,self-employed,married,secondary,288,no,no,6,5,1,-1,0,unknown,no
47,blue-collar,married,secondary,19,yes,no,6,5,2,-1,0,unknown,no
53,blue-collar,married,primary,25,yes,no,6,5,3,-1,0,unknown,no
46,services,married,secondary,216,yes,no,6,5,2,-1,0,unknown,no
39,blue-collar,single,primary,190,yes,yes,6,5,2,-1,0,unknown,no
56,blue-collar,single,secondary,99,yes,no,6,5,2,-1,0,unknown,no
55,services,single,primary,2298,yes,no,6,5,2,-1,0,unknown,no
44,admini_management,married,tertiary,17,yes,no,6,5,2,-1,0,unknown,no
37,blue-collar,married,primary,0,yes,no,6,5,4,-1,0,unknown,no
35,blue-collar,married,primary,0,yes,no,6,5,2,-1,0,unknown,no
55,blue-collar,married,secondary,840,yes,no,6,5,2,-1,0,unknown,no
37,services,married,secondary,358,yes,no,6,5,3,-1,0,unknown,no
30,blue-collar,single,secondary,0,yes,no,6,5,1,-1,0,unknown,no
37,blue-collar,married,primary,-325,yes,yes,6,5,2,-1,0,unknown,no
36,blue-collar,single,secondary,-15,yes,no,6,5,3,-1,0,unknown,no
38,blue-collar,married,secondary,581,yes,no,6,5,1,-1,0,unknown,no
41,admini_management,single,primary,4070,yes,no,6,5,2,-1,0,unknown,no
48,no_active_income,married,secondary,74,no,yes,6,5,1,-1,0,unknown,no
55,services,single,secondary,141,yes,no,6,5,2,-1,0,unknown,no
28,services,single,secondary,89,no,no,6,5,2,-1,0,unknown,no
54,services,married,secondary,0,yes,no,6,5,3,-1,0,unknown,no
30,blue-collar,married,secondary,450,no,no,6,5,2,-1,0,unknown,no
48,blue-collar,married,tertiary,310,no,no,6,5,1,-1,0,unknown,no
31,self-employed,married,secondary,0,yes,no,6,5,5,-1,0,unknown,no
38,blue-collar,married,secondary,384,yes,no,6,5,3,-1,0,unknown,no
37,blue-collar,married,secondary,395,yes,no,6,5,2,-1,0,unknown,no
56,blue-collar,married,primary,5,yes,yes,6,5,2,-1,0,unknown,no
51,blue-collar,married,secondary,50,yes,yes,6,5,1,-1,0,unknown,no
39,blue-collar,married,secondary,285,yes,yes,6,5,1,-1,0,unknown,no
51,blue-collar,married,primary,653,yes,yes,6,5,1,-1,0,unknown,no
43,self-employed,married,secondary,918,yes,no,6,5,1,-1,0,unknown,no
32,services,married,secondary,243,yes,yes,6,5,1,-1,0,unknown,no
29,blue-collar,single,tertiary,405,yes,no,6,5,1,-1,0,unknown,no
48,admini_management,single,tertiary,1328,yes,no,6,5,1,-1,0,unknown,no
55,services,married,primary,255,yes,no,6,5,1,-1,0,unknown,no
53,blue-collar,married,secondary,3397,yes,no,6,5,1,-1,0,unknown,no
39,admini_management,married,tertiary,2877,yes,no,6,5,1,-1,0,unknown,no
31,blue-collar,single,tertiary,60,yes,yes,6,5,1,-1,0,unknown,no
39,blue-collar,married,primary,2226,yes,no,6,5,1,-1,0,unknown,no
40,blue-collar,married,primary,2880,yes,no,6,5,2,-1,0,unknown,no
48,blue-collar,married,secondary,147,no,no,6,5,3,-1,0,unknown,no
33,blue-collar,single,secondary,7,yes,yes,6,5,1,-1,0,unknown,no
40,blue-collar,married,secondary,109,yes,no,6,5,2,-1,0,unknown,no
59,no_active_income,married,primary,-119,yes,no,6,5,1,-1,0,unknown,no
30,blue-collar,married,secondary,484,yes,no,6,5,1,-1,0,unknown,yes
31,admini_management,single,tertiary,1852,yes,no,6,5,3,-1,0,unknown,no
35,no_active_income,married,secondary,533,yes,no,6,5,1,-1,0,unknown,no
54,blue-collar,single,secondary,21,yes,no,6,5,2,-1,0,unknown,no
32,blue-collar,married,secondary,90,yes,yes,6,5,2,-1,0,unknown,no
32,admini_management,single,tertiary,395,yes,no,6,5,3,-1,0,unknown,no
42,blue-collar,married,primary,15,yes,no,6,5,1,-1,0,unknown,no
33,services,married,tertiary,85,no,no,6,5,3,-1,0,unknown,no
52,self-employed,married,tertiary,-184,yes,yes,6,5,2,-1,0,unknown,no
52,services,married,secondary,660,no,no,6,5,2,-1,0,unknown,no
52,blue-collar,single,primary,-183,yes,no,6,5,1,-1,0,unknown,no
30,no_active_income,single,secondary,1144,yes,no,6,5,1,-1,0,unknown,no
44,services,single,secondary,1,yes,no,6,5,4,-1,0,unknown,no
35,admini_management,married,secondary,69,yes,yes,6,5,2,-1,0,unknown,no
55,admini_management,single,secondary,220,yes,no,6,5,2,-1,0,unknown,no
33,blue-collar,married,primary,332,yes,no,6,5,2,-1,0,unknown,no
37,blue-collar,single,secondary,240,yes,no,6,5,1,-1,0,unknown,no
42,blue-collar,single,secondary,0,yes,no,6,5,1,-1,0,unknown,no
43,no_active_income,married,secondary,0,yes,no,6,5,2,-1,0,unknown,no
38,self-employed,married,tertiary,898,yes,no,6,5,2,-1,0,unknown,no
37,blue-collar,married,secondary,123,yes,yes,6,5,2,-1,0,unknown,no
31,student,single,secondary,252,yes,no,6,5,3,-1,0,unknown,no
41,admini_management,married,tertiary,65,yes,no,6,5,2,-1,0,unknown,no
41,blue-collar,married,secondary,-366,yes,yes,6,5,3,-1,0,unknown,no
29,student,single,secondary,209,yes,no,6,5,2,-1,0,unknown,no
38,admini_management,single,secondary,221,yes,no,6,5,2,-1,0,unknown,no
44,self-employed,single,tertiary,4,yes,no,6,5,3,-1,0,unknown,no
39,admini_management,married,secondary,104,yes,no,6,5,1,-1,0,unknown,no
28,blue-collar,single,secondary,312,yes,no,6,5,1,-1,0,unknown,no
33,blue-collar,married,secondary,-349,yes,no,6,5,1,-1,0,unknown,no
40,blue-collar,married,primary,-322,yes,yes,6,5,1,-1,0,unknown,no
29,admini_management,married,secondary,-150,yes,no,6,5,1,-1,0,unknown,no
32,admini_management,married,tertiary,281,yes,no,6,5,1,-1,0,unknown,no
45,services,married,secondary,1259,yes,no,6,5,1,-1,0,unknown,no
33,admini_management,single,secondary,101,yes,no,6,5,1,-1,0,unknown,no
34,blue-collar,married,secondary,848,yes,no,6,5,2,-1,0,unknown,no
41,blue-collar,married,secondary,140,yes,no,6,5,3,-1,0,unknown,no
35,admini_management,single,secondary,148,yes,no,6,5,2,-1,0,unknown,no
40,blue-collar,single,secondary,200,yes,no,6,5,2,-1,0,unknown,no
60,self-employed,married,primary,46,yes,no,6,5,4,-1,0,unknown,no
47,services,single,secondary,201,yes,no,6,5,2,-1,0,unknown,no
46,blue-collar,married,primary,530,yes,no,6,5,3,-1,0,unknown,no
31,blue-collar,single,secondary,0,yes,no,6,5,2,-1,0,unknown,no
49,self-employed,married,secondary,1,yes,no,6,5,3,-1,0,unknown,no
29,blue-collar,married,secondary,43,yes,no,6,5,2,-1,0,unknown,no
31,admini_management,single,tertiary,-173,yes,no,6,5,2,-1,0,unknown,no
38,admini_management,married,tertiary,389,yes,no,6,5,1,-1,0,unknown,no
37,blue-collar,married,primary,215,yes,yes,6,5,3,-1,0,unknown,no
35,blue-collar,married,secondary,-131,yes,no,6,5,2,-1,0,unknown,no
31,admini_management,single,secondary,783,yes,no,6,5,1,-1,0,unknown,no
41,admini_management,married,secondary,0,yes,no,6,5,3,-1,0,unknown,no
40,services,single,secondary,105,yes,no,6,5,2,-1,0,unknown,no
29,admini_management,married,secondary,182,yes,yes,6,5,1,-1,0,unknown,no
49,admini_management,married,secondary,82,yes,no,6,5,1,-1,0,unknown,no
42,admini_management,married,tertiary,0,yes,no,6,5,3,-1,0,unknown,no
54,services,married,secondary,510,yes,no,6,5,2,-1,0,unknown,no
40,admini_management,single,tertiary,242,yes,no,6,5,2,-1,0,unknown,no
53,admini_management,married,secondary,244,yes,yes,6,5,2,-1,0,unknown,no
49,admini_management,married,tertiary,92,yes,no,6,5,2,-1,0,unknown,no
40,blue-collar,married,primary,0,yes,no,6,5,2,-1,0,unknown,no
29,student,single,secondary,948,yes,no,6,5,2,-1,0,unknown,no
36,blue-collar,married,primary,23,yes,no,6,5,2,-1,0,unknown,no
37,blue-collar,married,secondary,710,yes,no,6,5,3,-1,0,unknown,no
39,services,married,secondary,1205,yes,no,6,5,2,-1,0,unknown,no
36,blue-collar,married,secondary,368,yes,yes,6,5,2,-1,0,unknown,yes
44,self-employed,married,tertiary,1631,yes,no,6,5,2,-1,0,unknown,no
40,admini_management,married,secondary,6,yes,no,6,5,3,-1,0,unknown,no
49,blue-collar,married,secondary,26,yes,no,6,5,2,-1,0,unknown,no
57,admini_management,married,tertiary,2142,yes,no,6,5,3,-1,0,unknown,no
24,services,single,secondary,77,yes,yes,6,5,2,-1,0,unknown,no
33,admini_management,married,secondary,21,no,no,6,5,3,-1,0,unknown,no
43,services,single,secondary,0,yes,no,6,5,2,-1,0,unknown,no
43,admini_management,single,secondary,-497,yes,no,6,5,2,-1,0,unknown,no
40,blue-collar,single,primary,369,no,no,6,5,2,-1,0,unknown,no
35,blue-collar,single,tertiary,226,yes,yes,6,5,3,-1,0,unknown,no
47,blue-collar,married,secondary,503,yes,no,6,5,2,-1,0,unknown,no
33,blue-collar,married,secondary,372,yes,no,6,5,2,-1,0,unknown,no
31,admini_management,married,secondary,0,yes,yes,6,5,2,-1,0,unknown,no
40,blue-collar,single,secondary,0,yes,no,6,5,2,-1,0,unknown,no
36,self-employed,married,tertiary,125,yes,no,6,5,3,-1,0,unknown,no
56,no_active_income,single,primary,4,yes,no,6,5,3,-1,0,unknown,no
41,admini_management,single,secondary,322,yes,no,6,5,4,-1,0,unknown,no
53,no_active_income,married,secondary,303,yes,no,6,5,2,-1,0,unknown,no
39,blue-collar,married,secondary,607,yes,no,6,5,2,-1,0,unknown,no
44,blue-collar,single,secondary,579,yes,no,6,5,2,-1,0,unknown,no
38,admini_management,married,secondary,3047,yes,no,6,5,2,-1,0,unknown,no
54,blue-collar,single,secondary,83,yes,no,6,5,3,-1,0,unknown,no
58,admini_management,married,tertiary,68,yes,no,6,5,5,-1,0,unknown,no
52,blue-collar,married,primary,58,yes,no,6,5,3,-1,0,unknown,no
28,admini_management,single,secondary,251,yes,no,6,5,2,-1,0,unknown,no
36,blue-collar,married,secondary,688,yes,no,6,5,2,-1,0,unknown,no
60,no_active_income,married,primary,364,yes,no,6,5,2,-1,0,unknown,no
42,services,single,secondary,55,yes,no,6,5,5,-1,0,unknown,no
42,admini_management,married,secondary,101,yes,no,6,5,3,-1,0,unknown,no
44,admini_management,married,tertiary,105,yes,no,6,5,2,-1,0,unknown,no
51,blue-collar,single,primary,325,yes,no,6,5,2,-1,0,unknown,no
49,blue-collar,married,primary,198,yes,no,6,5,2,-1,0,unknown,no
37,blue-collar,married,secondary,183,yes,no,6,5,4,-1,0,unknown,no
34,admini_management,married,tertiary,105,yes,no,6,5,3,-1,0,unknown,no
35,services,married,secondary,109,yes,no,6,5,3,-1,0,unknown,no
35,blue-collar,single,secondary,376,yes,yes,6,5,3,-1,0,unknown,no
40,blue-collar,married,primary,-7,yes,no,6,5,2,-1,0,unknown,no
55,blue-collar,married,secondary,0,no,no,6,5,3,-1,0,unknown,no
55,no_active_income,married,secondary,143,yes,no,6,5,3,-1,0,unknown,no
35,admini_management,single,tertiary,550,yes,no,6,5,2,-1,0,unknown,no
57,blue-collar,married,primary,162,yes,no,6,5,2,-1,0,unknown,no
53,admini_management,married,tertiary,115,yes,no,6,5,3,-1,0,unknown,no
41,blue-collar,married,primary,512,yes,no,6,5,2,-1,0,unknown,no
43,blue-collar,married,primary,1211,yes,no,6,5,3,-1,0,unknown,no
31,self-employed,married,tertiary,281,yes,no,6,5,2,-1,0,unknown,no
37,blue-collar,single,secondary,88,yes,no,6,5,2,-1,0,unknown,no
30,admini_management,married,tertiary,32,yes,no,6,5,3,-1,0,unknown,no
30,admini_management,single,secondary,115,yes,no,6,5,3,-1,0,unknown,no
54,blue-collar,married,secondary,254,yes,no,6,5,2,-1,0,unknown,no
36,admini_management,married,tertiary,144,yes,no,6,5,2,-1,0,unknown,no
55,no_active_income,married,tertiary,383,no,no,6,5,3,-1,0,unknown,no
37,admini_management,single,secondary,569,yes,yes,6,5,2,-1,0,unknown,no
38,housemaid,married,secondary,0,yes,no,6,5,3,-1,0,unknown,no
